epoch,train_loss,val_dice,val_aji,val_pq,val_sq,val_dq
109,0.149859,0.908313,0.739979,0.740047,0.817347,0.904505
110,0.151081,0.905950,0.737391,0.739001,0.815704,0.904945
111,0.153303,0.904327,0.731079,0.734648,0.814309,0.901330
112,0.144614,0.905638,0.725328,0.731748,0.815822,0.895736
113,0.154185,0.904897,0.731702,0.735918,0.814713,0.902210
114,0.153820,0.906408,0.734510,0.737871,0.816026,0.903204
115,0.149301,0.906778,0.735845,0.738454,0.816136,0.903713
116,0.151083,0.899246,0.720795,0.730078,0.811336,0.898730
117,0.152747,0.908384,0.739429,0.739883,0.817314,0.904329
118,0.149098,0.909245,0.747811,0.746085,0.819156,0.909779
119,0.153617,0.907337,0.743305,0.743004,0.818273,0.907035
120,0.148880,0.910071,0.745069,0.746342,0.820248,0.908995
