epoch,train_loss,val_dice,val_aji,val_pq,val_sq,val_dq
93,0.229995,0.813891,0.595611,0.573796,0.750810,0.761901
94,0.223572,0.811526,0.589575,0.570921,0.750381,0.758738
95,0.229693,0.799161,0.573201,0.548038,0.738264,0.739843
96,0.222145,0.795977,0.567870,0.535680,0.737609,0.723996
97,0.224226,0.793684,0.562147,0.530104,0.738910,0.713551
98,0.231582,0.806795,0.582825,0.556221,0.747996,0.740336
99,0.226365,0.795291,0.570494,0.546485,0.743722,0.732423
100,0.230987,0.805640,0.579978,0.551872,0.743818,0.738847
101,0.230243,0.797816,0.572586,0.537812,0.738596,0.725274
102,0.231585,0.789692,0.552792,0.520785,0.732634,0.705634
103,0.230435,0.786391,0.546542,0.506720,0.728911,0.688682
104,0.228497,0.790596,0.555591,0.520195,0.729892,0.702260
105,0.227575,0.799313,0.561346,0.522599,0.733712,0.701726
106,0.221527,0.806176,0.576484,0.544251,0.742741,0.729543
107,0.224804,0.801789,0.585062,0.563517,0.748642,0.749911
108,0.231923,0.797836,0.569220,0.536188,0.736397,0.719019
109,0.225082,0.804206,0.580650,0.552747,0.742956,0.740847
110,0.226291,0.793401,0.559300,0.528790,0.738060,0.712432
111,0.225003,0.794989,0.565521,0.533007,0.743213,0.713177
112,0.224360,0.805255,0.579188,0.548078,0.742603,0.734529
113,0.226023,0.810114,0.589896,0.568392,0.748661,0.756920
114,0.223327,0.806126,0.581403,0.555628,0.746295,0.741155
115,0.223607,0.807468,0.581269,0.555783,0.745558,0.741923
116,0.222276,0.805438,0.589356,0.569853,0.751776,0.754802
117,0.221879,0.793694,0.558162,0.523958,0.738395,0.706181
118,0.225520,0.809095,0.582839,0.552568,0.746067,0.738831
119,0.227166,0.794210,0.562149,0.529138,0.738914,0.712574
120,0.220128,0.802965,0.574311,0.545271,0.743735,0.730206
