epoch,train_loss,val_dice,val_aji,val_pq,val_sq,val_dq
31,0.179288,0.894157,0.705948,0.723252,0.808931,0.892860
32,0.178133,0.882041,0.686912,0.710447,0.806393,0.880060
33,0.180225,0.888120,0.698644,0.717802,0.804704,0.890840
34,0.175811,0.894942,0.715938,0.723668,0.806999,0.895621
35,0.179288,0.891600,0.710530,0.717867,0.806501,0.888895
36,0.173212,0.896424,0.711503,0.722876,0.807360,0.894113
37,0.171821,0.896395,0.716637,0.721692,0.806613,0.893330
38,0.171409,0.895578,0.708889,0.718481,0.806768,0.889362
39,0.174742,0.878029,0.689172,0.711212,0.801427,0.885908
40,0.173551,0.889482,0.704928,0.718573,0.805211,0.890855
41,0.171440,0.887853,0.700475,0.716583,0.810203,0.883412
42,0.174483,0.890962,0.704004,0.719447,0.808153,0.889204
43,0.169055,0.893933,0.707192,0.720690,0.810866,0.887406
44,0.165975,0.891923,0.707567,0.719467,0.808058,0.889138
45,0.169621,0.891619,0.696964,0.722330,0.815002,0.884992
46,0.171279,0.891007,0.706016,0.723633,0.810749,0.891502
47,0.168851,0.897825,0.716769,0.728515,0.812299,0.895706
48,0.170643,0.892127,0.714207,0.716794,0.800738,0.893497
49,0.167438,0.894357,0.708830,0.721510,0.810748,0.888605
50,0.165454,0.897806,0.715982,0.730632,0.815738,0.894331
51,0.167621,0.894928,0.710688,0.727276,0.813586,0.892569
52,0.164905,0.894697,0.718568,0.728224,0.809966,0.897991
53,0.168153,0.894217,0.715891,0.729475,0.811146,0.898015
54,0.173669,0.891429,0.705626,0.721968,0.810723,0.888915
55,0.166925,0.896398,0.713203,0.725762,0.812251,0.892176
56,0.165306,0.892580,0.711284,0.719304,0.805086,0.892273
57,0.166492,0.898175,0.722436,0.727586,0.810333,0.896657
58,0.169412,0.893559,0.711108,0.723955,0.809353,0.893294
59,0.162200,0.891406,0.705701,0.722529,0.809294,0.891574
60,0.167069,0.896565,0.717190,0.721248,0.805016,0.894612
61,0.164317,0.906015,0.727282,0.736936,0.817498,0.900224
62,0.161021,0.901405,0.724428,0.733345,0.816555,0.896897
63,0.168717,0.900070,0.718305,0.730951,0.814257,0.896501
64,0.169375,0.898718,0.716862,0.733135,0.815793,0.897459
65,0.161368,0.900430,0.718618,0.734619,0.815338,0.900041
66,0.163769,0.902242,0.729363,0.732489,0.815485,0.897015
67,0.160288,0.901713,0.722312,0.731041,0.815842,0.894772
68,0.161947,0.899914,0.718788,0.730718,0.815314,0.895072
69,0.159071,0.899321,0.719755,0.727883,0.813265,0.893804
70,0.156447,0.901335,0.721969,0.734334,0.817773,0.896930
71,0.155643,0.899401,0.723012,0.732215,0.813005,0.899448
72,0.159008,0.895858,0.710898,0.731497,0.817284,0.893955
73,0.160617,0.899224,0.725488,0.731761,0.811371,0.900655
74,0.156100,0.898891,0.723326,0.732677,0.815311,0.897427
75,0.156589,0.908818,0.743047,0.748992,0.821094,0.911022
76,0.163381,0.901221,0.728829,0.737980,0.815156,0.903977
77,0.158430,0.900094,0.724522,0.735489,0.817309,0.898772
78,0.159584,0.909809,0.738697,0.743750,0.821150,0.904642
79,0.160422,0.900406,0.721870,0.732404,0.814836,0.897593
80,0.155748,0.903856,0.727245,0.736158,0.817744,0.899137
81,0.156792,0.908585,0.743019,0.744716,0.819923,0.907058
82,0.157166,0.897612,0.719951,0.732858,0.814188,0.898953
83,0.155592,0.894462,0.709825,0.730076,0.816682,0.892950
84,0.152634,0.902514,0.722974,0.735360,0.817394,0.898306
85,0.153719,0.901424,0.730226,0.735268,0.818726,0.896791
86,0.155671,0.904115,0.728807,0.738086,0.816661,0.902709
87,0.152922,0.909155,0.738328,0.745716,0.823291,0.904766
88,0.152888,0.880480,0.686274,0.716062,0.809910,0.882827
89,0.154873,0.906184,0.739794,0.744422,0.821698,0.904769
90,0.158486,0.907118,0.734822,0.743185,0.820824,0.904435
91,0.152317,0.902998,0.723346,0.734611,0.816970,0.897974
92,0.154182,0.903371,0.733845,0.737154,0.816140,0.901902
93,0.151693,0.899050,0.719335,0.731426,0.815135,0.896122
94,0.153797,0.900798,0.724619,0.737350,0.817344,0.900870
95,0.151790,0.898799,0.724066,0.734955,0.815751,0.899795
96,0.149566,0.903387,0.730758,0.737915,0.818698,0.900119
97,0.152908,0.906746,0.742515,0.745506,0.819982,0.907896
98,0.147269,0.904282,0.732494,0.738792,0.818572,0.901396
99,0.155570,0.901035,0.724029,0.734975,0.815555,0.899861
100,0.154134,0.906125,0.732976,0.741542,0.822140,0.900956
101,0.151502,0.902730,0.729304,0.738364,0.818892,0.900387
102,0.153133,0.904364,0.730865,0.738534,0.818250,0.901439
103,0.153008,0.906222,0.733825,0.740963,0.820067,0.902329
104,0.150646,0.903791,0.728107,0.738854,0.819973,0.899723
105,0.152746,0.907882,0.737504,0.744094,0.821955,0.904317
106,0.150035,0.897826,0.721310,0.732665,0.814046,0.898378
107,0.151173,0.897769,0.720475,0.731367,0.814859,0.895931
108,0.150748,0.907715,0.744569,0.743867,0.819370,0.906656
109,0.153981,0.909841,0.744090,0.745732,0.821946,0.906118
110,0.144708,0.910824,0.744148,0.747095,0.823210,0.906524
111,0.146504,0.909795,0.737977,0.744206,0.822526,0.903771
112,0.150214,0.906218,0.734868,0.740620,0.820312,0.901807
113,0.146223,0.904716,0.728166,0.737776,0.819574,0.899085
114,0.150983,0.898304,0.715096,0.734183,0.818013,0.896481
115,0.150287,0.909214,0.741170,0.744319,0.821212,0.905204
116,0.150077,0.904629,0.737803,0.739805,0.818963,0.902061
117,0.155932,0.907461,0.737685,0.742544,0.820652,0.903825
118,0.146684,0.908432,0.745977,0.745188,0.820325,0.907171
119,0.153305,0.904971,0.731881,0.739144,0.819953,0.900329
120,0.150980,0.907496,0.738506,0.743699,0.821580,0.904207
